M_G;NT1;NT2;NT3;NT4;NT5;NT6;BR1;BR2;BR3;BR4;P1;P2;P3;P4;STOPA1;STOPA2;STOPA3;STOPA4;STOPA5;STOPA6;STOPA7;STOPA8;STOPA9;I1;I2;I3;I4;I5;I6;KONTR;STOPAZ1;STOPAZ2;STOPAZ3;STOPAZ4;STOPAZ5;STOPAZ6;STOPAZ7;STOPAZ8;I22;I23;I24;I25;I26;I32;I33;I34;I35;I36;I42;I43;I44;I45;I46;I52;I53;I54;I55;I56;I62;I63;I64;I65;I66;I72;I73;I74;I75;I76;I82;I83;I84;I85;I86;I92;I93;I94;I95;I96;I7;I8;I9;MESEC;IZNOS1;IZNOS2
1020;27074.75;40994.35;40994.35;40994.35;40994.35;40994.35;40994.35;40994.35;40994.35;40994.35;0.1;40994.35;0;0;1.426533523;172.54;40994.35;40994.35;40994.35;15;40994.35;40994.35;40994.35;0;0;0;;;;;40994.35;40994.35;40994.35;40994.35;40994.35;40994.35;40994.35;40994.35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1120;25844.05;39025.28;39025.28;39025.28;39025.28;39025.28;39025.28;39025.28;39025.28;39025.28;0.1;39025.28;0;0;1.426533523;172.54;39025.28;39025.28;39025.28;15;39025.28;39025.28;39025.28;0;0;0;;;;;39025.28;39025.28;39025.28;39025.28;39025.28;39025.28;39025.28;39025.28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1220;28305.4;42678.11;42678.11;42678.11;42678.11;42678.11;42678.11;42678.11;42678.11;42678.11;0.1;42678.11;0;0;1.426533523;172.54;42678.11;42678.11;42678.11;15;42678.11;42678.11;42678.11;0;0;0;;;;;42678.11;42678.11;42678.11;42678.11;42678.11;42678.11;42678.11;42678.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0121;27550.1;41469.67;41469.67;41469.67;41469.67;41469.67;41469.67;41469.67;41469.67;41469.67;0.1;41469.67;0;0;1.426533523;183.93;41469.67;41469.67;41469.67;15;41469.67;41469.67;41469.67;0;0;0;;;;;41469.67;41469.67;41469.67;41469.67;41469.67;41469.67;41469.67;41469.67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0221;26238.2;39370.61;39370.61;39370.1;39370.61;39370.61;39370.61;39370.61;39370.61;39370.61;0.1;39370.61;0;0;1.426533523;183.93;39370.61;39370.61;39370.61;15;39370.61;39370.61;39370.61;0;0;0;;;;;39370.61;39370.61;39370.61;39370.61;39370.61;39370.61;39370.61;39370.61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0321;30173.95;45667.79;45667.79;45667.79;45667.79;45667.79;45667.79;45667.79;45667.79;45667.79;0.1;45667.79;0;0;1.426533523;183.93;45667.79;45667.79;45667.79;15;45667.79;45667.79;45667.79;0;0;0;;;;;45667.79;45667.79;45667.79;45667.79;45667.79;45667.79;45667.79;45667.79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0421;28862.05;43568.73;43568.73;43568.73;43568.73;43568.73;43568.73;43568.73;43568.73;43568.73;0.1;53568.73;0;0;1.426533523;183.93;43568.73;43568.73;43568.73;15;43568.73;43568.73;43568.73;0;0;0;;;;;43568.73;43568.73;43568.73;43568.73;43568.73;43568.73;43568.73;43568.73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0521;27550.1;41469.67;41469.67;41469.67;41469.67;41469.67;41469.67;41469.67;41469.67;41469.67;0.1;41469.67;0;0;1.426533523;183.93;41469.67;41469.67;41469.67;15;41469.67;41469.67;41469.67;0;0;0;;;;;41469.67;41469.67;41469.67;41469.67;41469.67;41469.67;41469.67;41469.67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0621;28862.05;43568.73;43568.73;43568.73;43568.73;43568.73;43568.73;43568.73;43568.73;43568.73;0.1;43568.73;0;0;1.426533523;183.93;43568.73;43568.73;43568.73;15;43568.73;43568.73;43568.73;0;0;0;;;;;43568.73;43568.73;43568.73;43568.73;43568.73;43568.73;43568.73;43568.73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0721;28862.05;43568.73;43568.73;43568.73;43568.73;43568.73;43568.73;43568.73;43568.73;43568.73;0.1;43568.73;0;0;1.426533523;183.93;43568.73;43568.73;43568.73;15;43568.73;43568.73;43568.73;0;0;0;;;;;43568.73;43568.73;43568.73;43568.73;43568.73;43568.73;43568.73;43568.73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0821;28862.05;43568.73;43568.73;43568.73;43568.73;43568.73;43568.73;43568.73;43568.73;43568.73;0.1;43568.73;0;0;1.426533523;183.93;43568.73;43568.73;43568.73;15;43568.73;43568.73;43568.73;0;0;0;;;;;43568.73;43568.73;43568.73;43568.73;43568.73;43568.73;43568.73;43568.73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0921;28862.05;43568.73;43568.73;43568.73;43568.73;43568.73;43568.73;43568.73;43568.73;43568.73;0.1;43568.73;0;0;1.426533523;183.93;43568.73;43568.73;43568.73;15;43568.73;43568.73;43568.73;0;0;0;;;;;43568.73;43568.73;43568.73;43568.73;43568.73;43568.73;43568.73;43568.73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1021;27550.1;41469.67;41469.67;41469.67;41469.67;41469.67;41469.67;41469.67;41469.67;41469.67;0.1;41469.67;0;0;1.426533523;183.93;41469.67;41469.67;41469.67;15;41469.67;41469.67;41469.67;0;0;0;;;;;41469.67;41469.67;41469.67;41469.67;41469.67;41469.67;41469.67;41469.67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1121;28862.05;43568.73;43568.73;43568.73;43568.73;43568.73;43568.73;43568.73;43568.73;43568.73;0.1;43568.73;0;0;1.426533523;183.93;43568.73;43568.73;43568.73;15;43568.73;43568.73;43568.73;0;0;0;;;;;43568.73;43568.73;43568.73;43568.73;43568.73;43568.73;43568.73;43568.73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1221;30173.95;45525.13;45525.13;45525.13;45525.13;45525.13;45525.13;45525.13;45525.13;45525.13;0.1;45525.13;0;0;1.426533523;183.93;45525.13;45525.13;45525.13;15;45525.13;45525.13;45525.13;0;0;0;;;;;45525.13;45525.13;45525.13;45525.13;45525.13;45525.13;45525.13;45525.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0122;30139.95;45470.7;45470.7;45470.7;45470.7;45470.7;45470.7;45470.7;45470.7;45470.7;0.1;45470.7;0;0;1.426533523;201.22;45470.7;45470.7;45470.7;15;45470.7;45470.7;45470.7;0;0;0;;;;;45470.7;45470.7;45470.7;45470.7;45470.7;45470.7;45470.7;45470.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0222;28704.7;43174.32;43174.32;43174.32;43174.32;43174.32;43174.32;43174.32;43174.32;43174.32;0.1;43174.32;0;0;1.426533523;201.22;43174.32;43174.32;43174.32;15;43174.32;43174.32;43174.32;0;0;0;;;;;43174.32;43174.32;43174.32;43174.32;43174.32;43174.32;43174.32;43174.32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0322;33010.4;50063.45;50063.45;50063.45;50063.45;50063.45;50063.45;50063.45;50063.45;50063.45;0.1;50063.45;0;0;1.426533523;201.22;50063.45;50063.45;50063.45;15;50063.45;50063.45;50063.45;0;0;0;;;;;50063.45;50063.45;50063.45;50063.45;50063.45;50063.45;50063.45;50063.45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0422;30139.95;45470.7;45470.7;45470.7;45470.7;45470.7;45470.7;45470.7;45470.7;45470.7;0.1;45470.7;0;0;1.426533523;201.22;45470.7;45470.7;45470.7;15;45470.7;45470.7;45470.7;0;0;0;;;;;45470.7;45470.7;45470.7;45470.7;45470.7;45470.7;45470.7;45470.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0522;31575.15;47767.07;47767.07;47767.07;47767.07;47767.07;47767.07;47767.07;47767.07;47767.07;0.1;47767.07;0;0;1.426533523;201.22;47767.07;47767.07;47767.07;15;47767.07;47767.07;47767.07;0;0;0;;;;;47767.07;47767.07;47767.07;47767.07;47767.07;47767.07;47767.07;47767.07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0622;31575.15;47767.07;47767.07;47767.07;47767.07;47767.07;47767.07;47767.07;47767.07;47767.07;0.1;47767.07;0;0;1.426533523;201.22;47767.07;47767.07;47767.07;15;47767.07;47767.07;47767.07;0;0;0;;;;;47767.07;47767.07;47767.07;47767.07;47767.07;47767.07;47767.07;47767.07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0722;30139.95;45470.7;45470.7;45470.7;45470.7;45470.7;45470.7;45470.7;45470.7;45470.7;0.1;45470.7;0;0;1.426533523;201.22;45470.7;45470.7;45470.7;15;45470.7;45470.7;45470.7;0;0;0;;;;;45470.7;45470.7;45470.7;45470.7;45470.7;45470.7;45470.7;45470.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0822;33010.4;50063.45;50063.45;50063.45;50063.45;50063.45;50063.45;50063.45;50063.45;50063.45;0.1;50063.45;0;0;1.426533523;201.22;50063.45;50063.45;50063.45;15;50063.45;50063.45;50063.45;0;0;0;;;;;50063.45;50063.45;50063.45;50063.45;50063.45;50063.45;50063.45;50063.45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0922;31575.15;47767.07;47767.07;47767.07;47767.07;47767.07;47767.07;47767.07;47767.07;47767.07;0.1;47767.07;0;0;1.426533523;201.22;47767.07;47767.07;47767.07;15;47767.07;47767.07;47767.07;0;0;0;;;;;47767.07;47767.07;47767.07;47767.07;47767.07;47767.07;47767.07;47767.07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1022;30139.95;45470.7;45470.7;45470.7;45470.7;45470.7;45470.7;45470.7;45470.7;45470.7;0.1;45470.7;0;0;1.426533523;201.22;45470.7;45470.7;45470.7;15;45470.7;45470.7;45470.7;0;0;0;;;;;45470.7;45470.7;45470.7;45470.7;45470.7;45470.7;45470.7;45470.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1122;31575.15;47767.07;47767.07;47767.07;47767.07;47767.07;47767.07;47767.07;47767.07;47767.07;0.1;47767.07;0;0;1.426533523;201.22;47767.07;47767.07;47767.07;15;47767.07;47767.07;47767.07;0;0;0;;;;;47767.07;47767.07;47767.07;47767.07;47767.07;47767.07;47767.07;47767.07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1222;31575.15;47422.96;47422.96;47422.96;47422.96;47422.96;47422.96;47422.96;47422.96;47422.96;0.1;47422.96;0;0;1.426533523;201.22;47422.96;47422.96;47422.96;15;47422.96;47422.96;47422.96;0;0;0;;;;;47422.96;47422.96;47422.96;47422.96;47422.96;47422.96;47422.96;47422.96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0123;36091.3;54648.79;54648.79;54648.79;54648.79;54648.79;54648.79;54648.79;54648.79;54648.79;0.1;54648.79;0;0;1.426533523;230;54648.79;54648.79;54648.79;15;54648.79;54648.79;54648.79;0;0;0;;;;;54648.79;54648.79;54648.79;54648.79;54648.79;54648.79;54648.79;54648.79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0223;32810.25;49399.14;49399.14;49399.14;49399.14;49399.14;49399.14;49399.14;49399.14;49399.14;0.1;49399.14;0;0;1.426533523;230;49399.14;49399.14;49399.14;15;49399.14;49399.14;49399.14;0;0;0;;;;;49399.14;49399.14;49399.14;49399.14;49399.14;49399.14;49399.14;49399.14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0323;37731.8;57273.6;57273.6;57273.6;57273.6;57273.6;57273.6;57273.6;57273.6;57273.6;0.1;57273.6;0;0;1.426533523;230;57273.6;57273.6;57273.6;15;57273.6;57273.6;57273.6;0;0;0;;;;;57273.6;57273.6;57273.6;57273.6;57273.6;57273.6;57273.6;57273.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0423;32810.25;49399.14;49399.14;49399.14;49399.14;49399.14;49399.14;49399.14;49399.14;49399.14;0.1;49399.14;0;0;1.426533523;230;49399.14;49399.14;49399.14;15;49399.14;49399.14;49399.14;0;0;0;;;;;49399.14;49399.14;49399.14;49399.14;49399.14;49399.14;49399.14;49399.14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0523;37731.8;57273.6;57273.6;57273.6;57273.6;57273.6;57273.6;57273.6;57273.6;57273.6;0.1;57273.6;0;0;1.426533523;230;57273.6;57273.6;57273.6;15;57273.6;57273.6;57273.6;0;0;0;;;;;57273.6;57273.6;57273.6;57273.6;57273.6;57273.6;57273.6;57273.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0623;36091.3;54648.79;54648.79;54648.79;54648.79;54648.79;54648.79;54648.79;54648.79;54648.79;0.1;54648.79;0;0;1.426533523;230;54648.79;54648.79;54648.79;15;54648.79;54648.79;54648.79;0;0;0;;;;;54648.79;54648.79;54648.79;54648.79;54648.79;54648.79;54648.79;54648.79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0723;34450.8;52023.97;52023.97;52023.97;52023.97;52023.97;52023.97;52023.97;52023.97;52023.97;0.1;52023.97;0;0;1.426533523;230;52023.97;52023.97;52023.97;15;52023.97;52023.97;52023.97;0;0;0;;;;;52023.97;52023.97;52023.97;52023.97;52023.97;52023.97;52023.97;52023.97;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0823;37731.8;57273.61;57273.61;57273.61;57273.61;57273.61;57273.61;57273.61;57273.61;57273.61;0.1;57273.61;0;0;1.426533523;230;57273.61;57273.61;57273.61;15;57273.61;57273.61;57273.61;0;0;0;;;;;57273.61;57273.61;57273.61;57273.61;57273.61;57273.61;57273.61;57273.61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0923;34450.8;52023.97;52023.97;52023.97;52023.97;52023.97;52023.97;52023.97;52023.97;52023.97;0.1;52023.97;0;0;1.426533523;230;52023.97;52023.97;52023.97;15;52023.97;52023.97;52023.97;0;0;0;;;;;52023.97;52023.97;52023.97;52023.97;52023.97;52023.97;52023.97;52023.97;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1023;36091.3;54648.79;54648.79;54648.79;54648.79;54648.79;54648.79;54648.79;54648.79;54648.79;0.1;54648.79;0;0;1.426533523;230;54648.79;54648.79;54648.79;15;54648.79;54648.79;54648.79;0;0;0;;;;;54648.79;54648.79;54648.79;54648.79;54648.79;54648.79;54648.79;54648.79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1123;36091.3;54648.79;54648.79;54648.79;54648.79;54648.79;54648.79;54648.79;54648.79;54648.79;0.1;54648.79;0;0;1.426533523;230;54648.79;54648.79;54648.79;15;54648.79;54648.79;54648.79;0;0;0;;;;;54648.79;54648.79;54648.79;54648.79;54648.79;54648.79;54648.79;54648.79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1223;40592;61380.88;61380.88;61380.88;61380.88;61380.88;61380.88;61380.88;61380.88;61380.88;0.1;61380.88;0;0;1.426533523;271;61380.88;61380.88;61380.88;15;61380.88;61380.88;61380.88;0;0;0;;;;;61380.88;61380.88;61380.88;61380.88;61380.88;61380.88;61380.88;61380.88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0124;44457.9;67566.33;67566.33;67566.33;67566.33;67566.33;67566.33;67566.33;67566.33;67566.33;0.1;67566.33;0;0;1.426533523;271;67566.33;67566.33;67566.33;15;67566.33;67566.33;67566.33;0;0;0;;;;;67566.33;67566.33;67566.33;67566.33;67566.33;67566.33;67566.33;67566.33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0224;40592;61380.88;61380.88;61380.88;61380.88;61380.88;61380.88;61380.88;61380.88;61380.88;0.1;61380.88;0;0;1.426533523;271;61380.88;61380.88;61380.88;15;61380.88;61380.88;61380.88;0;0;0;;;;;61380.88;61380.88;61380.88;61380.88;61380.88;61380.88;61380.88;61380.88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0324;40592;61380.88;61380.88;61380.88;61380.88;61380.88;61380.88;61380.88;61380.88;61380.88;0.1;61380.88;0;0;1.426533523;271;61380.88;61380.88;61380.88;15;61380.88;61380.88;61380.88;0;0;0;;;;;61380.88;61380.88;61380.88;61380.88;61380.88;61380.88;61380.88;61380.88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0424;42524.95;64473.61;64473.61;64473.61;64473.61;64473.61;64473.61;64473.61;64473.61;64473.61;0.1;64473.61;;;1.426533523;271;64473.61;64473.61;64473.61;15;64473.61;64473.61;64473.61;;;;;;;;64473.61;64473.61;64473.61;64473.61;64473.61;64473.61;64473.61;64473.61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0524;44457.9;67566.33;67566.33;67566.33;67566.33;67566.33;67566.33;67566.33;67566.33;67566.33;0.1;67566.33;;;1.426533523;271;67566.33;67566.33;67566.33;15;67566.33;67566.33;67566.33;;;;;;;;67566.33;67566.33;67566.33;67566.33;67566.33;67566.33;67566.33;67566.33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0624;38659.05;67566.33;67566.33;67566.33;67566.33;67566.33;67566.33;67566.33;67566.33;67566.33;0.1;67566.33;;;1.426533523;271;67566.33;67566.33;67566.33;15;67566.33;67566.33;67566.33;;;;;;;;67566.33;67566.33;67566.33;67566.33;67566.33;67566.33;67566.33;67566.33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0724;46110.66;67566.33;67566.33;67566.33;67566.33;67566.33;67566.33;67566.33;67566.33;67566.33;0.1;67566.33;0;0;1.426533523;271;67566.33;67566.33;67566.33;15;67566.33;67566.33;67566.33;0;0;0;;;;;67566.33;67566.33;67566.33;67566.33;67566.33;67566.33;67566.33;67566.33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0824;42524.95;64473.61;64473.61;64473.61;64473.61;64473.61;64473.61;64473.61;64473.61;64473.61;0.1;64473.61;;;1.426533523;1;64473.61;64473.61;64473.61;15;64473.61;64473.61;64473.61;;;;;;;;64473.61;64473.61;64473.61;64473.61;64473.61;64473.61;64473.61;64473.61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0924;40592;61380.88;61380.88;61380.88;61380.88;61380.88;61380.88;61380.88;61380.88;61380.88;0.1;61380.88;;;1.426533523;271;61380.88;61380.88;61380.88;15;61380.88;61380.88;61380.88;;;;;;;;61380.88;61380.88;61380.88;61380.88;61380.88;61380.88;61380.88;61380.88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
